reactKey,timeStr,type,time,overloadTime,eventId,player,homeScore,awayScore,profileUrl,overloadTimeStr,isHome,ownGoal,goalDescription,goalDescriptionKey,suffix,suffixKey,isPenaltyShootoutEvent,nameStr,firstName,lastName,fullName,playerId,newScore,penShootoutScore,shotmapEvent,assistStr,assistProfileUrl,goal_scorer,matchRound,AwayTeamId
129974057Goal1161885undefinedfalse,7,Goal,7,,12997405,"{'id': 1161885, 'name': 'Bobby Thomas', 'profileUrl': '/players/1161885/bobby-thomas'}",0,0,/players/1161885/bobby-thomas,False,False,,,,,,False,Bobby Thomas,Bobby,Thomas,Bobby Thomas,1161885,"[0, 1]",,"{'id': 2835369085, 'eventType': 'Goal', 'teamId': 8669, 'playerId': 1161885, 'playerName': 'Bobby Thomas', 'x': 101.0172413796, 'y': 30.316, 'min': 7, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.66875, 'goalCrossedZ': 0.4879999976, 'expectedGoals': 0.3184749186038971, 'expectedGoalsOnTarget': 0.9132854342460632, 'shotType': 'Header', 'situation': 'SetPiece', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.29398148148148073, 'y': 0.12910052846560846, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1014602, 'firstName': 'Bobby', 'lastName': 'Thomas', 'fullName': 'Bobby Thomas', 'teamColor': '#65b0e4'}",,,Thomas,2,8669,,,
1299760425Goal848268undefinedfalse,25,Goal,25,,12997604,"{'id': 848268, 'name': 'Haji Wright', 'profileUrl': '/players/848268/haji-wright'}",1,1,/players/848268/haji-wright,False,False,,Penalty,penalty,Pen,penalties_short,False,Haji Wright,Haji,Wright,Haji Wright,848268,"[1, 2]",,"{'id': 2835387657, 'eventType': 'Goal', 'teamId': 8669, 'playerId': 848268, 'playerName': 'Haji Wright', 'x': 94, 'y': 34, 'min': 25, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 35.0675, 'goalCrossedZ': 2.1510526210000003, 'expectedGoals': 0.7884, 'expectedGoalsOnTarget': 0.9867904782295227, 'shotType': 'RightFoot', 'situation': 'Penalty', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.7175925925925919, 'y': 0.56906153994709, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1014602, 'firstName': 'Haji', 'lastName': 'Wright', 'fullName': 'Haji Wright', 'teamColor': '#65b0e4'}",,,Wright,2,8669,,,
1299837372Goal776184undefinedfalse,72,Goal,72,,12998373,"{'id': 776184, 'name': 'Brandon Thomas-Asante', 'profileUrl': '/players/776184/brandon-thomas-asante'}",3,2,/players/776184/brandon-thomas-asante,False,False,,,,,,False,Brandon Thomas-Asante,Brandon,Thomas-Asante,Brandon Thomas-Asante,776184,"[3, 3]",,"{'id': 2835443305, 'eventType': 'Goal', 'teamId': 8669, 'playerId': 776184, 'playerName': 'Brandon Thomas-Asante', 'x': 104.6206896552, 'y': 31.865, 'min': 72, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 34.22875, 'goalCrossedZ': 1.3805263090000002, 'expectedGoals': 0.9738575220108032, 'expectedGoalsOnTarget': 0.9909412264823914, 'shotType': 'RightFoot', 'situation': 'ThrowInSetPiece', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.9394841269841275, 'y': 0.3652186002645503, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1014602, 'firstName': 'Brandon', 'lastName': 'Thomas-Asante', 'fullName': 'Brandon Thomas-Asante', 'teamColor': '#65b0e4'}",,,Thomas-Asante,2,8669,,,
1299839875Goal798654undefinedfalse,75,Goal,75,,12998398,"{'id': 798654, 'name': 'Ephron Mason-Clark', 'profileUrl': '/players/798654/ephron-mason-clark'}",3,3,/players/798654/ephron-mason-clark,False,False,,,,,,False,Ephron Mason-Clark,Ephron,Mason-Clark,Ephron Mason-Clark,798654,"[3, 4]",,"{'id': 2835445841, 'eventType': 'Goal', 'teamId': 8669, 'playerId': 798654, 'playerName': 'Ephron Mason-Clark', 'x': 98.4385964909, 'y': 38.284285716, 'min': 75, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 37.27875, 'goalCrossedZ': 1.2585263096000001, 'expectedGoals': 0.13692054152488708, 'expectedGoalsOnTarget': 0.8515305519104004, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.13260582010581956, 'y': 0.3329434681481482, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1014602, 'firstName': 'Ephron', 'lastName': 'Mason-Clark', 'fullName': 'Ephron Mason-Clark', 'teamColor': '#65b0e4'}",assist by Milan van Ewijk,/players/1074750/milan-van-ewijk,Mason-Clark,2,8669,1074750.0,assist_by,Milan van Ewijk
1299846679Goal845985undefinedfalse,79,Goal,79,,12998466,"{'id': 845985, 'name': 'Victor Torp', 'profileUrl': '/players/845985/victor-torp'}",3,4,/players/845985/victor-torp,False,False,,,,,,False,Victor Torp,Victor,Torp,Victor Torp,845985,"[3, 5]",,"{'id': 2835450061, 'eventType': 'Goal', 'teamId': 8669, 'playerId': 845985, 'playerName': 'Victor Torp', 'x': 92.2, 'y': 23.158471341899997, 'min': 79, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 37.05, 'goalCrossedZ': 0.2439999988, 'expectedGoals': 0.04484238103032112, 'expectedGoalsOnTarget': 0.48404091596603394, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.19312169312169392, 'y': 0.06455026423280423, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 1014602, 'firstName': 'Victor', 'lastName': 'Torp', 'fullName': 'Victor Torp', 'teamColor': '#65b0e4'}",assist by Milan van Ewijk,/players/1074750/milan-van-ewijk,Torp,2,8669,1074750.0,assist_by,Milan van Ewijk
129973926Goal798641undefinedfalse,6,Goal,6,,12997392,"{'id': 798641, 'name': 'Harry Darling', 'profileUrl': '/players/798641/harry-darling'}",0,0,/players/798641/harry-darling,False,False,,,,,,False,Harry Darling,Harry,Darling,Harry Darling,798641,"[0, 1]",,"{'id': 2835368489, 'eventType': 'Goal', 'teamId': 9850, 'playerId': 798641, 'playerName': 'Harry Darling', 'x': 96.2192982446, 'y': 31.254999999999995, 'min': 6, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 30.797499999999996, 'goalCrossedZ': 0.28252631440000003, 'expectedGoals': 0.13426944613456726, 'expectedGoalsOnTarget': 0.6633368134498596, 'shotType': 'Header', 'situation': 'SetPiece', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.8472222222222223, 'y': 0.07474241121693122, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 658770, 'firstName': 'Harry', 'lastName': 'Darling', 'fullName': 'Harry Darling', 'teamColor': '#038C40'}",assist by Marcelino Nunez,/players/1129081/marcelino-nunez,1129081,assist_by,Marcelino Nunez,Darling,2,9850
1299749114Goal848011undefinedfalse,14,Goal,14,,12997491,"{'id': 848011, 'name': 'Joshua Sargent', 'profileUrl': '/players/848011/joshua-sargent'}",0,1,/players/848011/joshua-sargent,False,False,,,,,,False,Joshua Sargent,Joshua,Sargent,Joshua Sargent,848011,"[0, 2]",,"{'id': 2835376627, 'eventType': 'Goal', 'teamId': 9850, 'playerId': 848011, 'playerName': 'Joshua Sargent', 'x': 103.577586207, 'y': 34.68625, 'min': 14, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.05875, 'goalCrossedZ': 1.0145263108, 'expectedGoals': 0.9258626103401184, 'expectedGoalsOnTarget': 0.9932191967964172, 'shotType': 'OtherBodyParts', 'situation': 'ThrowInSetPiece', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.455357142857142, 'y': 0.2683932039153439, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 658770, 'firstName': 'Joshua', 'lastName': 'Sargent', 'fullName': 'Joshua Sargent', 'teamColor': '#038C40'}",assist by Jose Cordoba,/players/1223132/jose-cordoba,1223132,assist_by,Jose Cordoba,Sargent,2,9850
1299757320Goal1246270undefinedfalse,20,Goal,20,,12997573,"{'id': 1246270, 'name': 'Isaac Price', 'profileUrl': '/players/1246270/isaac-price'}",0,0,/players/1246270/isaac-price,False,False,,,,,,False,Isaac Price,Isaac,Price,Isaac Price,1246270,"[0, 1]",,"{'id': 2835383475, 'eventType': 'Goal', 'teamId': 8659, 'playerId': 1246270, 'playerName': 'Isaac Price', 'x': 96.3157894727, 'y': 27.446428571, 'min': 20, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 34.915000000000006, 'goalCrossedZ': 0.1219999994, 'expectedGoals': 0.19466154277324677, 'expectedGoalsOnTarget': 0.5848789215087891, 'shotType': 'RightFoot', 'situation': 'RegularPlay', 'period': 'FirstHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.7579365079365064, 'y': 0.032275132116402115, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 254472, 'firstName': 'Isaac', 'lastName': 'Price', 'fullName': 'Isaac Price', 'teamColor': '#002F68'}",,,,,,Price,2,8659
1299841981Goal1246270undefinedfalse,81,Goal,81,,12998419,"{'id': 1246270, 'name': 'Isaac Price', 'profileUrl': '/players/1246270/isaac-price'}",1,2,/players/1246270/isaac-price,False,False,,,,,,False,Isaac Price,Isaac,Price,Isaac Price,1246270,"[1, 3]",,"{'id': 2835447451, 'eventType': 'Goal', 'teamId': 8659, 'playerId': 1246270, 'playerName': 'Isaac Price', 'x': 100.9224137934, 'y': 34.38125, 'min': 81, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 32.6275, 'goalCrossedZ': 1.8299999910000002, 'expectedGoals': 0.609070897102356, 'expectedGoalsOnTarget': 0.9691308736801147, 'shotType': 'Header', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 1.3630952380952386, 'y': 0.48412698174603175, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 254472, 'firstName': 'Isaac', 'lastName': 'Price', 'fullName': 'Isaac Price', 'teamColor': '#002F68'}",assist by Michael Johnston,/players/766622/michael-johnston,766622.0,assist_by,Michael Johnston,Price,2,8659
1299834374Goal287892undefinedfalse,74,Goal,74,,12998343,"{'id': 287892, 'name': 'Jed Wallace', 'profileUrl': '/players/287892/jed-wallace'}",1,1,/players/287892/jed-wallace,False,False,,,,,,False,Jed Wallace,Jed,Wallace,Jed Wallace,287892,"[1, 2]",,"{'id': 2835441283, 'eventType': 'Goal', 'teamId': 8659, 'playerId': 287892, 'playerName': 'Jed Wallace', 'x': 96.3157894727, 'y': 46.0326114612, 'min': 74, 'minAdded': None, 'isBlocked': False, 'isOnTarget': True, 'blockedX': None, 'blockedY': None, 'goalCrossedY': 36.745000000000005, 'goalCrossedZ': 0.3659999982, 'expectedGoals': 0.07282920926809311, 'expectedGoalsOnTarget': 0.22128069400787354, 'shotType': 'LeftFoot', 'situation': 'RegularPlay', 'period': 'SecondHalf', 'isOwnGoal': False, 'onGoalShot': {'x': 0.2738095238095226, 'y': 0.09682539634920634, 'zoomRatio': 1}, 'isSavedOffLine': False, 'isFromInsideBox': True, 'keeperId': 254472, 'firstName': 'Jed', 'lastName': 'Wallace', 'fullName': 'Jed Wallace', 'teamColor': '#002F68'}",assist by Michael Johnston,/players/766622/michael-johnston,766622.0,assist_by,Michael Johnston,Wallace,2,8659
